nameOri,nameNon,labelOri,labelSeg
U5_CLG_VLV,U0_CLG_VLV,biobiiiiii,"[(0, 2), (3, 10)]"
U5_DAT,U0_DAT,biobii,"[(0, 2), (3, 6)]"
U5_FAN_SPD,U0_FAN_SPD,biobiiiiii,"[(0, 2), (3, 10)]"
U5_FCU_FAULT,U0_FCU_FAULT,biobiiiiiiii,"[(0, 2), (3, 12)]"
U5_HTG_VLV,U0_HTG_VLV,biobiiiiii,"[(0, 2), (3, 10)]"
U5_RAT,U0_RAT,biobii,"[(0, 2), (3, 6)]"
U5_TEMP_SPT,U0_TEMP_SPT,biobiiiiiii,"[(0, 2), (3, 11)]"
U6_CLG_VLV,U0_CLG_VLV,biobiiiiii,"[(0, 2), (3, 10)]"
U6_DAT,U0_DAT,biobii,"[(0, 2), (3, 6)]"
U6_FAN_SPD,U0_FAN_SPD,biobiiiiii,"[(0, 2), (3, 10)]"
U6_FCU_FAULT,U0_FCU_FAULT,biobiiiiiiii,"[(0, 2), (3, 12)]"
U6_HTG_VLV,U0_HTG_VLV,biobiiiiii,"[(0, 2), (3, 10)]"
U6_RAT,U0_RAT,biobii,"[(0, 2), (3, 6)]"
U6_TEMP_SPT,U0_TEMP_SPT,biobiiiiiii,"[(0, 2), (3, 11)]"
U7_CLG_VLV,U0_CLG_VLV,biobiiiiii,"[(0, 2), (3, 10)]"
U7_DAT,U0_DAT,biobii,"[(0, 2), (3, 6)]"
U7_FAN_SPD,U0_FAN_SPD,biobiiiiii,"[(0, 2), (3, 10)]"
U7_FCU_FAULT,U0_FCU_FAULT,biobiiiiiiii,"[(0, 2), (3, 12)]"
U7_HTG_VLV,U0_HTG_VLV,biobiiiiii,"[(0, 2), (3, 10)]"
U7_RAT,U0_RAT,biobii,"[(0, 2), (3, 6)]"
U7_TEMP_SPT,U0_TEMP_SPT,biobiiiiiii,"[(0, 2), (3, 11)]"
U8_CLG_VLV,U0_CLG_VLV,biobiiiiii,"[(0, 2), (3, 10)]"
U8_DAT,U0_DAT,biobii,"[(0, 2), (3, 6)]"
U8_FAN_SPD,U0_FAN_SPD,biobiiiiii,"[(0, 2), (3, 10)]"
U8_FCU_FAULT,U0_FCU_FAULT,biobiiiiiiii,"[(0, 2), (3, 12)]"
U8_HTG_VLV,U0_HTG_VLV,biobiiiiii,"[(0, 2), (3, 10)]"
U8_RAT,U0_RAT,biobii,"[(0, 2), (3, 6)]"
U8_TEMP_SPT,U0_TEMP_SPT,biobiiiiiii,"[(0, 2), (3, 11)]"
U9_CLG_VLV,U0_CLG_VLV,biobiiiiii,"[(0, 2), (3, 10)]"
U9_DAT,U0_DAT,biobii,"[(0, 2), (3, 6)]"
U9_FAN_SPD,U0_FAN_SPD,biobiiiiii,"[(0, 2), (3, 10)]"
U9_FCU_FAULT,U0_FCU_FAULT,biobiiiiiiii,"[(0, 2), (3, 12)]"
U9_HTG_VLV,U0_HTG_VLV,biobiiiiii,"[(0, 2), (3, 10)]"
U9_RAT,U0_RAT,biobii,"[(0, 2), (3, 6)]"
U9_TEMP_SPT,U0_TEMP_SPT,biobiiiiiii,"[(0, 2), (3, 11)]"
U10_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U10_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U10_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U10_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U10_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U10_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U10_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U11_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U11_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U11_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U11_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U11_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U11_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U11_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U12_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U12_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U12_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U12_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U12_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U12_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U12_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U13_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U13_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U13_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U13_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U13_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U13_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U13_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U14_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U14_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U14_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U14_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U14_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U14_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U14_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U15_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U15_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U15_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U15_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U15_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U15_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U15_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U16_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U16_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U16_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U16_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U16_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U16_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U16_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U17_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U17_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U17_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U17_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U17_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U17_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U17_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U18_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U18_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U18_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U18_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U18_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U18_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U18_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U19_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U19_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U19_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U19_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U19_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U19_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U19_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U1_CLG_VLV,U0_CLG_VLV,biobiiiiii,"[(0, 2), (3, 10)]"
U1_DAT,U0_DAT,biobii,"[(0, 2), (3, 6)]"
U1_FAN_SPD,U0_FAN_SPD,biobiiiiii,"[(0, 2), (3, 10)]"
U1_FCU_FAULT,U0_FCU_FAULT,biobiiiiiiii,"[(0, 2), (3, 12)]"
U1_HTG_VLV,U0_HTG_VLV,biobiiiiii,"[(0, 2), (3, 10)]"
U1_RAT,U0_RAT,biobii,"[(0, 2), (3, 6)]"
U1_TEMP_SPT,U0_TEMP_SPT,biobiiiiiii,"[(0, 2), (3, 11)]"
U20_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U20_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U20_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U20_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U20_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U20_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U20_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U21_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U21_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U21_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U21_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U21_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U21_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U21_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U22_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U22_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U22_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U22_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U22_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U22_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U22_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U23_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U23_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U23_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U23_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U23_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U23_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U23_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U24_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U24_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U24_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U24_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U24_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U24_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U24_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U25_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U25_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U25_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U25_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U25_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U25_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U25_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U26_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U26_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U26_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U26_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U26_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U26_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U26_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U27_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U27_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U27_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U27_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U27_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U27_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U27_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U28_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U28_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U28_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U28_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U28_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U28_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U28_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U29_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U29_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U29_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U29_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U29_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U29_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U29_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U2_CLG_VLV,U0_CLG_VLV,biobiiiiii,"[(0, 2), (3, 10)]"
U2_DAT,U0_DAT,biobii,"[(0, 2), (3, 6)]"
U2_FAN_SPD,U0_FAN_SPD,biobiiiiii,"[(0, 2), (3, 10)]"
U2_FCU_FAULT,U0_FCU_FAULT,biobiiiiiiii,"[(0, 2), (3, 12)]"
U2_HTG_VLV,U0_HTG_VLV,biobiiiiii,"[(0, 2), (3, 10)]"
U2_RAT,U0_RAT,biobii,"[(0, 2), (3, 6)]"
U2_TEMP_SPT,U0_TEMP_SPT,biobiiiiiii,"[(0, 2), (3, 11)]"
U30_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U30_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U30_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U30_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U30_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U30_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U30_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U31_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U31_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U31_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U31_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U31_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U31_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U31_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U32_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U32_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U32_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U32_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U32_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U32_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U32_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U33_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U33_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U33_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U33_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U33_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U33_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U33_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U34_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U34_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U34_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U34_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U34_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U34_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U34_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U35_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U35_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U35_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U35_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U35_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U35_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U35_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U36_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U36_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U36_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U36_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U36_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U36_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U36_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U37_CLG_VLV,U00_CLG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U37_DAT,U00_DAT,biiobii,"[(0, 3), (4, 7)]"
U37_FAN_SPD,U00_FAN_SPD,biiobiiiiii,"[(0, 3), (4, 11)]"
U37_FCU_FAULT,U00_FCU_FAULT,biiobiiiiiiii,"[(0, 3), (4, 13)]"
U37_HTG_VLV,U00_HTG_VLV,biiobiiiiii,"[(0, 3), (4, 11)]"
U37_RAT,U00_RAT,biiobii,"[(0, 3), (4, 7)]"
U37_TEMP_SPT,U00_TEMP_SPT,biiobiiiiiii,"[(0, 3), (4, 12)]"
U3_CLG_VLV,U0_CLG_VLV,biobiiiiii,"[(0, 2), (3, 10)]"
U3_DAT,U0_DAT,biobii,"[(0, 2), (3, 6)]"
U3_FAN_SPD,U0_FAN_SPD,biobiiiiii,"[(0, 2), (3, 10)]"
U3_FCU_FAULT,U0_FCU_FAULT,biobiiiiiiii,"[(0, 2), (3, 12)]"
U3_HTG_VLV,U0_HTG_VLV,biobiiiiii,"[(0, 2), (3, 10)]"
U3_RAT,U0_RAT,biobii,"[(0, 2), (3, 6)]"
U3_TEMP_SPT,U0_TEMP_SPT,biobiiiiiii,"[(0, 2), (3, 11)]"
U4_CLG_VLV,U0_CLG_VLV,biobiiiiii,"[(0, 2), (3, 10)]"
U4_DAT,U0_DAT,biobii,"[(0, 2), (3, 6)]"
U4_FAN_SPD,U0_FAN_SPD,biobiiiiii,"[(0, 2), (3, 10)]"
U4_FCU_FAULT,U0_FCU_FAULT,biobiiiiiiii,"[(0, 2), (3, 12)]"
U4_HTG_VLV,U0_HTG_VLV,biobiiiiii,"[(0, 2), (3, 10)]"
U4_RAT,U0_RAT,biobii,"[(0, 2), (3, 6)]"
U4_TEMP_SPT,U0_TEMP_SPT,biobiiiiiii,"[(0, 2), (3, 11)]"
U5_CLG_VLV,U0_CLG_VLV,biobiiiiii,"[(0, 2), (3, 10)]"
U5_DAT,U0_DAT,biobii,"[(0, 2), (3, 6)]"
U5_FAN_SPD,U0_FAN_SPD,biobiiiiii,"[(0, 2), (3, 10)]"
U5_FCU_FAULT,U0_FCU_FAULT,biobiiiiiiii,"[(0, 2), (3, 12)]"
U5_HTG_VLV,U0_HTG_VLV,biobiiiiii,"[(0, 2), (3, 10)]"
U5_RAT,U0_RAT,biobii,"[(0, 2), (3, 6)]"
U5_TEMP_SPT,U0_TEMP_SPT,biobiiiiiii,"[(0, 2), (3, 11)]"
